year,model,price,transmission,mileage,fuelType,tax,mpg,engineSize,selling_price
2015, 3 Series,13490,Automatic,63000,Diesel,30,64.2,2.0,6225.635
2015, 3 Series,14490,Semi-Auto,55024,Diesel,30,62.8,2.0,6687.135
2015, 3 Series,10570,Manual,59020,Diesel,125,57.6,2.0,4878.055
2015, 3 Series,8799,Manual,92468,Diesel,20,68.9,2.0,4060.7385000000004
2019, 3 Series,29995,Semi-Auto,1000,Petrol,150,42.2,2.0,22955.1735
2016, 3 Series,19500,Semi-Auto,49104,Diesel,160,51.4,3.0,10319.4
2016, 3 Series,10000,Automatic,104720,Petrol,125,51.4,1.5,5292.0
2019, 3 Series,29498,Semi-Auto,7751,Petrol,145,41.5,2.0,22574.8194
2016, 3 Series,13795,Automatic,57851,Diesel,30,64.2,2.0,7300.314
2019, 3 Series,24498,Semi-Auto,14897,Diesel,145,52.3,2.0,18748.3194
2019, 3 Series,24990,Manual,4293,Diesel,145,64.2,2.0,19124.846999999998
2019, 3 Series,30761,Semi-Auto,3465,Diesel,150,52.3,2.0,23541.3933
2016, 3 Series,17400,Automatic,32500,Diesel,30,64.2,2.0,9208.08
2019, 3 Series,26990,Semi-Auto,7522,Petrol,145,41.5,2.0,20655.447
2019, 3 Series,30950,Semi-Auto,3724,Diesel,145,52.3,2.0,23686.035
2016, 3 Series,19495,Semi-Auto,29125,Diesel,150,56.5,3.0,10316.754
2016, 3 Series,20998,Semi-Auto,20756,Diesel,145,56.5,3.0,11112.1416
2019, 3 Series,28980,Semi-Auto,5441,Petrol,145,41.5,2.0,22178.394
2019, 3 Series,31450,Semi-Auto,4460,Petrol,145,40.9,2.0,24068.684999999998
2019, 3 Series,24995,Semi-Auto,7130,Petrol,150,47.9,2.0,19128.6735
2016, 3 Series,10695,Automatic,100680,Diesel,125,60.1,2.0,5659.794
2016, 3 Series,18191,Semi-Auto,38882,Hybrid,0,134.5,2.0,9626.6772
2016, 3 Series,17250,Automatic,31561,Hybrid,0,134.5,2.0,9128.7
2015, 3 Series,11800,Manual,30661,Diesel,30,67.3,2.0,5445.7
2016, 3 Series,11750,Automatic,50318,Diesel,30,67.3,2.0,6218.1
2016, 3 Series,11000,Manual,68052,Diesel,20,68.9,2.0,5821.2
2019, 3 Series,29450,Semi-Auto,5392,Diesel,145,52.3,2.0,22538.085
2019, 3 Series,27498,Semi-Auto,14793,Diesel,145,48.7,2.0,21044.219399999998
2016, 3 Series,18998,Semi-Auto,28762,Diesel,160,51.4,3.0,10053.7416
2019, 3 Series,25780,Semi-Auto,9354,Petrol,145,45.6,2.0,19729.434
2016, 3 Series,15490,Automatic,35090,Diesel,30,62.8,2.0,8197.308
2019, 3 Series,23450,Semi-Auto,11629,Diesel,145,62.8,2.0,17946.285
2015, 3 Series,13100,Manual,36801,Diesel,30,61.4,2.0,6045.650000000001
2016, 3 Series,10600,Automatic,83465,Petrol,125,51.4,2.0,5609.52
2019, 3 Series,25780,Semi-Auto,7254,Petrol,150,42.2,2.0,19729.434
2016, 3 Series,15499,Manual,42571,Diesel,125,58.9,2.0,8202.0708
2016, 3 Series,13300,Manual,19655,Petrol,145,48.7,2.0,7038.36
2019, 3 Series,21450,Semi-Auto,14009,Diesel,150,55.4,2.0,16415.685
2016, 3 Series,11099,Manual,88192,Diesel,30,65.7,2.0,5873.5908
2016, 3 Series,14399,Manual,34278,Diesel,30,64.2,2.0,7619.9508
2019, 3 Series,31990,Semi-Auto,4893,Diesel,145,52.3,2.0,24481.947
2016, 3 Series,17875,Semi-Auto,27016,Hybrid,0,148.7,2.0,9459.45
2019, 3 Series,33134,Semi-Auto,5,Diesel,145,52.3,2.0,25357.4502
2016, 3 Series,24995,Automatic,19500,Petrol,205,40.4,3.0,13227.354
2019, 3 Series,30950,Semi-Auto,4112,Diesel,145,49.6,2.0,23686.035
2016, 3 Series,19490,Semi-Auto,14302,Diesel,145,56.5,3.0,10314.108
2016, 3 Series,18789,Automatic,33078,Hybrid,0,134.5,2.0,9943.1388
2019, 3 Series,26498,Semi-Auto,21165,Diesel,145,48.7,2.0,20278.9194
2015, 3 Series,13275,Manual,61062,Diesel,125,60.1,2.0,6126.4125
2019, 3 Series,26989,Semi-Auto,4026,Diesel,145,53.3,3.0,20654.6817
2016, 3 Series,17991,Semi-Auto,30100,Diesel,145,53.3,3.0,9520.8372
2016, 3 Series,16500,Semi-Auto,41345,Diesel,150,56.5,3.0,8731.8
2016, 3 Series,9400,Manual,82156,Petrol,125,52.3,1.5,4974.4800000000005
2016, 3 Series,18995,Automatic,23110,Diesel,125,57.6,2.0,10052.154
2019, 3 Series,23298,Semi-Auto,11974,Diesel,145,54.3,2.0,17829.9594
2015, 3 Series,13975,Manual,41655,Diesel,30,64.2,2.0,6449.462500000001
2015, 3 Series,20440,Semi-Auto,39000,Petrol,200,41.5,3.0,9433.060000000001
2015, 3 Series,14500,Automatic,16255,Diesel,30,65.7,2.0,6691.75
2016, 3 Series,12000,Manual,42119,Diesel,30,67.3,2.0,6350.4
2019, 3 Series,29450,Semi-Auto,4250,Diesel,145,53.3,2.0,22538.085
2019, 3 Series,21790,Semi-Auto,8748,Petrol,145,44.8,2.0,16675.887
2019, 3 Series,36990,Semi-Auto,3501,Diesel,145,47.9,3.0,28308.447
2019, 3 Series,21985,Semi-Auto,6659,Diesel,150,55.4,2.0,16825.1205
2019, 3 Series,34995,Semi-Auto,4255,Diesel,145,49.6,2.0,26781.6735
2015, 3 Series,13399,Manual,40219,Diesel,125,61.4,2.0,6183.6385
2016, 3 Series,14800,Automatic,38838,Diesel,125,57.6,2.0,7832.16
2016, 3 Series,16200,Semi-Auto,17252,Diesel,30,62.8,2.0,8573.04
2019, 3 Series,23990,Manual,5996,Diesel,145,67.3,2.0,18359.547
2019, 3 Series,23950,Semi-Auto,5445,Diesel,145,62.8,2.0,18328.935
2019, 3 Series,28999,Automatic,11681,Diesel,145,52.3,2.0,22192.934699999998
2015, 3 Series,12700,Automatic,49122,Diesel,30,67.3,2.0,5861.05
2016, 3 Series,16499,Automatic,24500,Hybrid,0,134.5,2.0,8731.2708
2019, 3 Series,23790,Semi-Auto,8178,Petrol,145,47.9,2.0,18206.487
2016, 3 Series,15699,Automatic,50310,Diesel,30,64.2,2.0,8307.9108
2016, 3 Series,14500,Automatic,52000,Diesel,30,64.2,2.0,7673.4
2016, 3 Series,16899,Automatic,72974,Diesel,160,51.4,3.0,8942.9508
2016, 3 Series,18498,Semi-Auto,36501,Diesel,145,53.3,3.0,9789.1416
2016, 3 Series,11495,Automatic,103000,Diesel,30,64.2,2.0,6083.154
2019, 3 Series,29995,Semi-Auto,3150,Petrol,145,42.2,2.0,22955.1735
2016, 3 Series,14500,Manual,25385,Petrol,160,42.2,2.0,7673.4
2019, 3 Series,25950,Automatic,1517,Diesel,145,64.2,2.0,19859.535
2016, 3 Series,17297,Automatic,59300,Diesel,200,49.6,3.0,9153.572400000001
2019, 3 Series,31000,Semi-Auto,2974,Diesel,145,49.6,2.0,23724.3
2019, 3 Series,29485,Semi-Auto,4686,Petrol,150,42.2,2.0,22564.8705
2019, 3 Series,24895,Semi-Auto,21656,Diesel,145,52.3,2.0,19052.1435
2019, 3 Series,31000,Semi-Auto,100,Diesel,145,52.3,2.0,23724.3
2019, 3 Series,35998,Semi-Auto,9632,Diesel,145,49.6,2.0,27549.2694
2016, 3 Series,15750,Manual,34484,Diesel,125,58.9,2.0,8334.9
2016, 3 Series,13298,Semi-Auto,46392,Diesel,0,74.3,2.0,7037.3016
2019, 3 Series,21000,Semi-Auto,10959,Diesel,145,64.2,2.0,16071.3
2016, 3 Series,16950,Semi-Auto,28059,Diesel,30,62.8,2.0,8969.94
2015, 3 Series,11000,Automatic,83590,Diesel,30,62.8,2.0,5076.5
2015, 3 Series,18499,Automatic,31047,Diesel,160,51.4,3.0,8537.2885
2019, 3 Series,29998,Semi-Auto,3941,Petrol,145,41.5,2.0,22957.469399999998
2019, 3 Series,23980,Semi-Auto,2760,Diesel,145,62.8,2.0,18351.894
2016, 3 Series,11300,Automatic,73178,Diesel,20,70.6,2.0,5979.96
2016, 3 Series,18990,Semi-Auto,45090,Diesel,165,51.4,3.0,10049.508
2019, 3 Series,27480,Semi-Auto,3910,Petrol,145,42.2,2.0,21030.444
2019, 3 Series,26782,Semi-Auto,5626,Petrol,150,42.2,2.0,20496.2646
2016, 3 Series,18998,Semi-Auto,19125,Diesel,150,53.3,3.0,10053.7416
2016, 3 Series,13240,Manual,23255,Petrol,150,48.7,2.0,7006.608
2016, 3 Series,14795,Automatic,70250,Hybrid,0,134.5,2.0,7829.514
2016, 3 Series,14498,Semi-Auto,58872,Diesel,30,67.3,2.0,7672.3416
2016, 3 Series,14300,Manual,27184,Diesel,125,58.9,2.0,7567.56
2019, 3 Series,26836,Semi-Auto,6746,Diesel,145,52.3,2.0,20537.590799999998
2016, 3 Series,12450,Automatic,66986,Diesel,30,65.7,2.0,6588.54
2019, 3 Series,23895,Semi-Auto,38231,Diesel,145,52.3,2.0,18286.8435
2016, 3 Series,17450,Semi-Auto,16413,Diesel,30,62.8,2.0,9234.54
2016, 3 Series,17950,Automatic,40337,Diesel,145,53.3,3.0,9499.14
2016, 3 Series,13998,Semi-Auto,38417,Diesel,30,67.3,2.0,7407.7416
2016, 3 Series,10599,Automatic,95217,Diesel,0,74.3,2.0,5608.9908000000005
2016, 3 Series,14504,Manual,35210,Diesel,30,64.2,2.0,7675.5168
2016, 3 Series,13298,Semi-Auto,62655,Diesel,30,64.2,2.0,7037.3016
2016, 3 Series,12490,Manual,32000,Diesel,30,67.3,2.0,6609.708
2016, 3 Series,12600,Automatic,52125,Diesel,20,70.6,2.0,6667.92
2019, 3 Series,22750,Automatic,7005,Petrol,145,44.8,2.0,17410.575
2016, 3 Series,17998,Semi-Auto,44888,Diesel,160,51.4,3.0,9524.5416
2016, 3 Series,20550,Automatic,26047,Petrol,200,41.5,3.0,10875.06
2016, 3 Series,17498,Semi-Auto,39239,Hybrid,0,134.5,2.0,9259.9416
2016, 3 Series,17698,Semi-Auto,27840,Hybrid,0,134.5,2.0,9365.7816
2016, 3 Series,15999,Automatic,43527,Diesel,125,60.1,2.0,8466.6708
2019, 3 Series,27710,Semi-Auto,9545,Diesel,145,52.3,2.0,21206.463
2016, 3 Series,9250,Manual,79470,Diesel,20,72.4,2.0,4895.1
2016, 3 Series,18888,Automatic,17749,Diesel,145,56.5,3.0,9995.5296
2019, 3 Series,34900,Semi-Auto,4600,Diesel,145,49.6,2.0,26708.969999999998
2016, 3 Series,14050,Semi-Auto,45741,Hybrid,0,148.7,2.0,7435.26
2016, 3 Series,10000,Manual,90161,Diesel,30,67.3,2.0,5292.0
2016, 3 Series,11999,Automatic,92300,Hybrid,0,148.7,2.0,6349.8708
2019, 3 Series,25900,Semi-Auto,6930,Petrol,145,42.2,2.0,19821.27
2019, 3 Series,30888,Manual,999,Diesel,145,54.3,2.0,23638.5864
2019, 3 Series,41450,Semi-Auto,423,Petrol,145,34.9,3.0,31721.684999999998
2019, 3 Series,23450,Semi-Auto,13713,Petrol,150,48.7,2.0,17946.285
2016, 3 Series,13890,Semi-Auto,45252,Diesel,30,65.7,2.0,7350.588
2016, 3 Series,14000,Manual,23323,Diesel,30,62.8,2.0,7408.8
2016, 3 Series,17400,Manual,21786,Petrol,125,45.6,2.0,9208.08
2016, 3 Series,13998,Semi-Auto,66362,Diesel,30,62.8,2.0,7407.7416
2016, 3 Series,18599,Automatic,30333,Hybrid,0,134.5,2.0,9842.5908
2019, 3 Series,33444,Automatic,3725,Diesel,145,50.4,2.0,25594.693199999998
2019, 3 Series,23987,Automatic,1049,Petrol,150,47.9,2.0,18357.2511
2019, 3 Series,34985,Automatic,2974,Diesel,145,47.9,3.0,26774.0205
2019, 3 Series,26998,Semi-Auto,12327,Diesel,145,48.7,2.0,20661.5694
2015, 3 Series,14995,Automatic,34466,Petrol,125,51.4,2.0,6920.1925
2016, 3 Series,12299,Automatic,72280,Diesel,20,70.6,2.0,6508.6308
2016, 3 Series,16500,Automatic,53867,Hybrid,0,134.5,2.0,8731.8
2019, 3 Series,30995,Semi-Auto,1000,Diesel,145,49.6,2.0,23720.4735
2019, 3 Series,29990,Automatic,13376,Diesel,145,52.3,2.0,22951.346999999998
2019, 3 Series,27000,Semi-Auto,4814,Diesel,145,52.3,2.0,20663.1
2016, 3 Series,14022,Automatic,72820,Hybrid,0,134.5,2.0,7420.4424
2016, 3 Series,12999,Automatic,33332,Petrol,125,54.3,1.5,6879.0708
2015, 3 Series,13350,Automatic,51126,Diesel,125,57.6,2.0,6161.025000000001
2016, 3 Series,17700,Automatic,20670,Hybrid,0,134.5,2.0,9366.84
2019, 3 Series,19850,Automatic,11505,Petrol,145,51.4,1.5,15191.205
2019, 3 Series,33950,Semi-Auto,5039,Diesel,150,52.3,2.0,25981.934999999998
2016, 3 Series,16899,Automatic,15659,Hybrid,0,148.7,2.0,8942.9508
2019, 3 Series,27997,Semi-Auto,16330,Diesel,145,49.6,3.0,21426.1041
2016, 3 Series,15995,Automatic,43000,Diesel,125,60.1,2.0,8464.554
2016, 3 Series,14950,Automatic,49967,Diesel,30,62.8,2.0,7911.54
2016, 3 Series,16500,Automatic,23340,Diesel,30,64.2,2.0,8731.8
2016, 3 Series,10000,Manual,86800,Diesel,30,67.3,2.0,5292.0
2019, 3 Series,25690,Semi-Auto,21544,Petrol,145,42.2,2.0,19660.557
2016, 3 Series,13899,Automatic,62816,Hybrid,0,148.7,2.0,7355.3508
2015, 3 Series,15482,Semi-Auto,22288,Diesel,125,58.9,2.0,7144.943
2016, 3 Series,13190,Manual,19871,Diesel,20,72.4,2.0,6980.148
2019, 3 Series,24775,Manual,3368,Diesel,145,64.2,2.0,18960.3075
2019, 3 Series,34000,Automatic,4000,Diesel,150,47.9,3.0,26020.2
2016, 3 Series,13988,Automatic,42102,Petrol,125,51.4,2.0,7402.4496
2019, 3 Series,27890,Semi-Auto,1984,Diesel,145,48.7,2.0,21344.217
2015, 3 Series,11309,Automatic,64797,Diesel,0,74.3,2.0,5219.1035
2019, 3 Series,26990,Semi-Auto,7264,Diesel,145,48.7,2.0,20655.447
2016, 3 Series,13995,Automatic,75179,Diesel,30,62.8,2.0,7406.154
2019, 3 Series,27480,Semi-Auto,5090,Petrol,145,45.6,2.0,21030.444
2016, 3 Series,16212,Automatic,31499,Diesel,145,54.3,3.0,8579.3904
2016, 3 Series,17298,Semi-Auto,27985,Hybrid,0,134.5,2.0,9154.1016
2019, 3 Series,25995,Automatic,4258,Diesel,145,52.3,2.0,19893.9735
2016, 3 Series,16995,Semi-Auto,20756,Diesel,30,64.2,2.0,8993.754
2019, 3 Series,25990,Semi-Auto,5714,Diesel,145,52.3,2.0,19890.147
2019, 3 Series,26750,Automatic,6579,Petrol,150,42.2,2.0,20471.774999999998
2019, 3 Series,26922,Semi-Auto,3853,Petrol,145,41.5,2.0,20603.4066
2019, 3 Series,31390,Semi-Auto,3097,Petrol,145,41.5,2.0,24022.767
2019, 3 Series,23990,Manual,4026,Diesel,145,64.2,2.0,18359.547
2019, 3 Series,28497,Semi-Auto,9898,Diesel,145,49.6,3.0,21808.7541
2019, 3 Series,37940,Semi-Auto,1581,Petrol,145,34.9,3.0,29035.482
2019, 3 Series,24597,Semi-Auto,5574,Petrol,145,48.7,2.0,18824.0841
2016, 3 Series,10499,Manual,68738,Diesel,20,68.9,2.0,5556.0708
2019, 3 Series,24775,Manual,3758,Diesel,145,64.2,2.0,18960.3075
2015, 3 Series,11560,Automatic,60803,Diesel,30,67.3,2.0,5334.9400000000005
2019, 3 Series,26498,Semi-Auto,7098,Petrol,150,41.5,2.0,20278.9194
2016, 3 Series,18299,Automatic,25431,Hybrid,0,134.5,2.0,9683.8308
2016, 3 Series,15991,Semi-Auto,53331,Diesel,30,64.2,2.0,8462.4372
2015, 3 Series,14490,Semi-Auto,28425,Diesel,125,61.4,2.0,6687.135
2019, 3 Series,22198,Semi-Auto,13004,Diesel,145,67.3,2.0,16988.129399999998
2016, 3 Series,16399,Automatic,30894,Diesel,30,64.2,2.0,8678.3508
2016, 3 Series,17995,Semi-Auto,56327,Diesel,145,53.3,3.0,9522.954
2019, 3 Series,33995,Semi-Auto,7974,Hybrid,135,8.8,2.0,26016.373499999998
2016, 3 Series,19250,Semi-Auto,37679,Diesel,150,53.3,3.0,10187.1
2019, 3 Series,31995,Automatic,999,Petrol,145,42.2,2.0,24485.7735
2019, 3 Series,27995,Semi-Auto,1501,Petrol,145,43.5,2.0,21424.5735
2016, 3 Series,19400,Semi-Auto,19060,Diesel,145,53.3,3.0,10266.48
2016, 3 Series,13500,Manual,45799,Diesel,30,64.2,2.0,7144.2
2016, 3 Series,12350,Automatic,59434,Diesel,20,70.6,2.0,6535.62
2016, 3 Series,18656,Semi-Auto,27621,Diesel,145,56.5,3.0,9872.7552
2016, 3 Series,13199,Manual,42170,Diesel,30,67.3,2.0,6984.9108
2016, 3 Series,19581,Semi-Auto,26949,Diesel,160,51.4,3.0,10362.2652
2015, 3 Series,14500,Automatic,27152,Diesel,125,58.9,2.0,6691.75
2019, 3 Series,29555,Automatic,5035,Diesel,145,50.4,2.0,22618.4415
2016, 3 Series,18331,Semi-Auto,33783,Diesel,125,60.1,2.0,9700.7652
2016, 3 Series,12900,Automatic,42666,Diesel,0,74.3,2.0,6826.68
2016, 3 Series,14999,Automatic,70054,Hybrid,0,148.7,2.0,7937.4708
2015, 3 Series,12217,Manual,58943,Diesel,125,61.4,2.0,5638.1455000000005
2019, 3 Series,28450,Semi-Auto,13998,Petrol,145,42.2,2.0,21772.785
2016, 3 Series,10200,Manual,60465,Diesel,20,68.9,2.0,5397.84
2016, 3 Series,15998,Semi-Auto,46649,Hybrid,0,134.5,2.0,8466.1416
2016, 3 Series,13990,Manual,37550,Diesel,30,62.8,2.0,7403.508
2016, 3 Series,17640,Semi-Auto,28590,Diesel,145,56.5,3.0,9335.088
2019, 3 Series,27480,Semi-Auto,11103,Diesel,145,52.3,2.0,21030.444
2016, 3 Series,13994,Semi-Auto,46889,Diesel,30,67.3,2.0,7405.6248000000005
2016, 3 Series,12991,Manual,37594,Diesel,30,62.8,2.0,6874.8372
2016, 3 Series,18788,Automatic,49477,Diesel,145,53.3,3.0,9942.6096
2016, 3 Series,10740,Automatic,91855,Diesel,0,74.3,2.0,5683.608
2016, 3 Series,15600,Automatic,26267,Diesel,20,70.6,2.0,8255.52
2019, 3 Series,30990,Semi-Auto,1204,Diesel,145,49.6,2.0,23716.647
2016, 3 Series,13987,Manual,22030,Petrol,150,49.6,1.5,7401.9204
2016, 3 Series,11998,Semi-Auto,78980,Diesel,30,70.6,2.0,6349.3416
2016, 3 Series,14500,Manual,27399,Petrol,145,47.9,2.0,7673.4
2019, 3 Series,21450,Semi-Auto,11706,Diesel,150,55.4,2.0,16415.685
2016, 3 Series,17500,Automatic,48000,Hybrid,0,134.5,2.0,9261.0
2019, 3 Series,39020,Semi-Auto,7537,Diesel,145,43.5,3.0,29862.005999999998
2016, 3 Series,14761,Automatic,14209,Diesel,0,74.3,2.0,7811.5212
2019, 3 Series,27995,Semi-Auto,2460,Diesel,145,53.3,2.0,21424.5735
2016, 3 Series,17391,Semi-Auto,54584,Diesel,160,51.4,3.0,9203.3172
2016, 3 Series,14950,Semi-Auto,51741,Diesel,30,62.8,2.0,7911.54
2019, 3 Series,25000,Semi-Auto,8158,Petrol,145,42.2,2.0,19132.5
2016, 3 Series,14995,Manual,43400,Diesel,125,58.9,2.0,7935.354
2016, 3 Series,13798,Semi-Auto,46673,Diesel,0,74.3,2.0,7301.9016
2015, 3 Series,12600,Automatic,78957,Diesel,30,62.8,2.0,5814.900000000001
2019, 3 Series,27596,Automatic,12608,Diesel,145,52.3,2.0,21119.2188
2016, 3 Series,16995,Semi-Auto,22035,Diesel,30,62.8,2.0,8993.754
2016, 3 Series,22500,Semi-Auto,16890,Diesel,160,51.4,3.0,11907.0
2015, 3 Series,13699,Automatic,85188,Diesel,145,53.3,3.0,6322.0885
2019, 3 Series,38980,Semi-Auto,4025,Diesel,150,43.5,3.0,29831.394
2016, 3 Series,15290,Semi-Auto,42328,Diesel,30,62.8,2.0,8091.468
2019, 3 Series,22950,Semi-Auto,6414,Diesel,145,62.8,2.0,17563.635
2016, 3 Series,17980,Automatic,48947,Hybrid,0,134.5,2.0,9515.016
2019, 3 Series,33450,Semi-Auto,5004,Diesel,145,49.6,2.0,25599.285
2015, 3 Series,14998,Semi-Auto,81455,Diesel,200,49.6,3.0,6921.577
2019, 3 Series,32550,Automatic,10984,Diesel,145,49.6,2.0,24910.515
2015, 3 Series,12245,Semi-Auto,27721,Diesel,30,64.2,2.0,5651.0675
2015, 3 Series,16365,Semi-Auto,48812,Diesel,160,51.4,3.0,7552.4475
2016, 3 Series,19298,Semi-Auto,32382,Diesel,200,49.6,3.0,10212.5016
2019, 3 Series,27888,Semi-Auto,10430,Diesel,150,52.3,2.0,21342.6864
2019, 3 Series,37340,Automatic,123,Diesel,145,47.9,3.0,28576.302
2016, 3 Series,16100,Automatic,45759,Diesel,145,56.5,3.0,8520.12
2019, 3 Series,31790,Automatic,123,Petrol,145,42.2,2.0,24328.887
2016, 3 Series,18998,Semi-Auto,33087,Diesel,160,51.4,3.0,10053.7416
2015, 3 Series,13999,Automatic,30585,Petrol,160,45.6,1.6,6460.538500000001
2016, 3 Series,18990,Automatic,30000,Diesel,145,56.5,3.0,10049.508
2015, 3 Series,16559,Automatic,42199,Diesel,160,49.6,3.0,7641.9785
2019, 3 Series,23285,Semi-Auto,11618,Diesel,150,54.3,2.0,17820.0105
2016, 3 Series,22000,Semi-Auto,31250,Diesel,165,51.4,3.0,11642.4
2019, 3 Series,27472,Semi-Auto,8200,Petrol,150,42.2,2.0,21024.3216
2015, 3 Series,11500,Manual,59634,Diesel,125,61.4,2.0,5307.25
2019, 3 Series,34280,Automatic,123,Diesel,145,50.4,2.0,26234.484
2016, 3 Series,16500,Automatic,38438,Hybrid,0,134.5,2.0,8731.8
2015, 3 Series,9210,Automatic,98503,Diesel,30,65.7,2.0,4250.415
2019, 3 Series,33995,Semi-Auto,3633,Petrol,145,41.5,2.0,26016.373499999998
2019, 3 Series,23990,Manual,4710,Diesel,145,54.3,2.0,18359.547
2016, 3 Series,15400,Manual,21854,Petrol,145,48.7,2.0,8149.68
2019, 3 Series,24895,Semi-Auto,21730,Diesel,145,52.3,2.0,19052.1435
2019, 3 Series,27498,Semi-Auto,9091,Diesel,150,52.3,2.0,21044.219399999998
2015, 3 Series,15570,Automatic,53669,Diesel,160,51.4,3.0,7185.555
2019, 3 Series,28450,Semi-Auto,14850,Diesel,145,48.7,2.0,21772.785
2016, 3 Series,19000,Semi-Auto,40500,Diesel,145,53.3,3.0,10054.8
2015, 3 Series,11995,Semi-Auto,52385,Petrol,165,47.1,2.0,5535.6925
2016, 3 Series,18998,Automatic,24709,Diesel,145,53.3,3.0,10053.7416
2015, 3 Series,8700,Manual,71636,Diesel,20,68.9,2.0,4015.05
2016, 3 Series,15740,Semi-Auto,39900,Diesel,30,62.8,2.0,8329.608
2019, 3 Series,37490,Semi-Auto,9565,Petrol,150,34.9,3.0,28691.096999999998
2016, 3 Series,16998,Semi-Auto,43695,Hybrid,0,134.5,2.0,8995.3416
2016, 3 Series,19399,Automatic,22317,Hybrid,0,134.5,2.0,10265.9508
2016, 3 Series,22475,Automatic,22533,Diesel,160,51.4,3.0,11893.77
2016, 3 Series,15325,Automatic,20889,Hybrid,0,148.7,2.0,8109.99
2019, 3 Series,26260,Semi-Auto,14612,Petrol,145,41.5,3.0,20096.778
2016, 3 Series,17940,Automatic,28136,Diesel,145,53.3,3.0,9493.848
2019, 3 Series,26103,Manual,6193,Diesel,145,54.3,2.0,19976.6259
2019, 3 Series,27850,Automatic,2965,Diesel,145,52.3,2.0,21313.605
2015, 3 Series,10999,Automatic,90018,Diesel,20,70.6,2.0,5076.038500000001
2016, 3 Series,11298,Manual,64308,Diesel,20,68.9,2.0,5978.9016
2015, 3 Series,16298,Semi-Auto,22867,Diesel,145,56.5,3.0,7521.527
2016, 3 Series,19995,Semi-Auto,34110,Diesel,160,51.4,3.0,10581.354
2016, 3 Series,17995,Semi-Auto,43417,Diesel,160,51.4,3.0,9522.954
2019, 3 Series,28440,Semi-Auto,8788,Diesel,145,48.7,2.0,21765.131999999998
2016, 3 Series,16295,Manual,16604,Diesel,30,64.2,2.0,8623.314
2019, 3 Series,23298,Semi-Auto,15221,Diesel,145,62.8,2.0,17829.9594
2015, 3 Series,9600,Manual,56398,Diesel,20,68.9,2.0,4430.400000000001
2016, 3 Series,18257,Automatic,19060,Diesel,145,53.3,3.0,9661.6044
2016, 3 Series,13495,Automatic,74000,Diesel,30,64.2,2.0,7141.554
2019, 3 Series,23980,Semi-Auto,1000,Diesel,145,62.8,2.0,18351.894
2016, 3 Series,21498,Semi-Auto,28775,Diesel,160,51.4,3.0,11376.7416
2016, 3 Series,17498,Semi-Auto,27146,Diesel,150,56.5,3.0,9259.9416
2015, 3 Series,13950,Automatic,71501,Diesel,145,56.5,3.0,6437.925
2019, 3 Series,23454,Automatic,3551,Petrol,150,47.9,2.0,17949.3462
2016, 3 Series,16000,Automatic,51440,Diesel,165,49.6,3.0,8467.2
2016, 3 Series,16247,Automatic,28384,Diesel,125,60.1,2.0,8597.9124
2019, 3 Series,21998,Semi-Auto,7237,Diesel,145,60.1,2.0,16835.0694
2019, 3 Series,26998,Semi-Auto,15002,Diesel,145,48.7,2.0,20661.5694
2016, 3 Series,16099,Automatic,40217,Hybrid,0,148.7,2.0,8519.5908
2019, 3 Series,29950,Semi-Auto,104,Diesel,145,52.3,2.0,22920.735
2016, 3 Series,14975,Manual,49000,Diesel,120,60.1,2.0,7924.77
2016, 3 Series,11299,Manual,54788,Diesel,20,68.9,2.0,5979.4308
2016, 3 Series,11998,Manual,49669,Diesel,30,67.3,2.0,6349.3416
2019, 3 Series,22898,Automatic,12249,Diesel,145,62.8,2.0,17523.8394
2016, 3 Series,16998,Semi-Auto,44600,Diesel,145,56.5,3.0,8995.3416
2016, 3 Series,13798,Semi-Auto,34860,Petrol,125,54.3,1.5,7301.9016
2015, 3 Series,18907,Automatic,27649,Petrol,260,36.7,3.0,8725.5805
2015, 3 Series,18498,Semi-Auto,27855,Diesel,160,51.4,3.0,8536.827000000001
2016, 3 Series,22500,Semi-Auto,24079,Diesel,205,49.6,3.0,11907.0
2019, 3 Series,25560,Semi-Auto,3000,Diesel,145,62.8,2.0,19561.068
2015, 3 Series,9299,Manual,98819,Diesel,20,72.4,2.0,4291.4885
2019, 3 Series,27998,Semi-Auto,11658,Diesel,150,48.7,2.0,21426.8694
2015, 3 Series,13798,Semi-Auto,59936,Diesel,125,58.9,2.0,6367.777
2019, 3 Series,26450,Manual,3093,Diesel,145,54.3,2.0,20242.184999999998
2019, 3 Series,31450,Semi-Auto,4682,Petrol,145,40.9,2.0,24068.684999999998
2019, 3 Series,24990,Manual,4229,Diesel,145,64.2,2.0,19124.846999999998
2015, 3 Series,13000,Manual,61443,Petrol,200,39.8,2.0,5999.5
2019, 3 Series,20900,Semi-Auto,30243,Petrol,145,48.7,2.0,15994.77
2019, 3 Series,29356,Automatic,3412,Diesel,145,52.3,2.0,22466.1468
2016, 3 Series,14000,Automatic,91707,Diesel,150,53.3,3.0,7408.8
2015, 3 Series,11491,Manual,55700,Diesel,125,60.1,2.0,5303.096500000001
2015, 3 Series,16275,Automatic,37676,Diesel,145,53.3,3.0,7510.9125
2015, 3 Series,10999,Manual,55988,Diesel,20,72.4,2.0,5076.038500000001
2019, 3 Series,31489,Automatic,7834,Diesel,145,49.6,2.0,24098.5317
